"Identity","SourceFile","QueryUrl","PayloadKey","AssignmentId","EntityId","ItemEntityId","FeatureId","FeatureOptions","Variant","Ct","Priority","CtOverride","StartTime","ExpireTime","RequiresNetwork","RotationPeriod","PropertiesHash","MetadataHash","PayloadHash","PayloadPreview"
"FeatureConfig.bak.json|35681102|PAYLOAD_37820325_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_37820325_1","CX_a16e305bf3bd4052b7a53c7b001ed337","FX:124117A5","FV_35681102_0","35681102","2","0","","","","2022-01-20T22:42:12","2025-01-04T22:42:12","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","61307e8da8947a4470ab96927891d93b1e3f4c619a38a8a4783376e29215b93d","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:124117A5"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_35681102_0"",""featureId"":35681102,""featureOptions"":2,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""id"":""impression""}],""parameterized"":[]},""triggers"":[]}..."
"FeatureConfig.bak.json|47557358|PAYLOAD_50653031_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_50653031_1","0","FX:1304E767","","47557358","4","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","284d1be20bfa5cfc9b9a27c3b15f44a85390b76334612e3a02c4c7c34f059625","{""ad"":{""entityId"":""FX:1304E767"",""items"":[{""featureId"":47557358,""featureOptions"":4,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|49309588|PAYLOAD_50868514_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_50868514_1","CX_b563a2103a0c4fc896d4757a31a6cc94","FX:13083122","FV_49309588_0","49309588","2","0","3","4","","2024-06-25T00:35:20","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","4f8618381c84d01caf96a2eb7de7fcc0aeb2b70daaea28469245410a12609ada","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:13083122"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_49309588_0"",""featureId"":49309588,""featureOptions"":2,""ct"":3,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|49577493|PAYLOAD_51956272_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_51956272_1","CX_0f89e07276fa4942bf8301630e484db6","FX:1318CA30","FV_49577493_0","49577493","2","0","0","4","","2024-06-25T00:35:34","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","976e276fb12ea1278390cb6cd31942ef3206dd9192d0516e7cbbf8fbfae60c28","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:1318CA30"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_49577493_0"",""featureId"":49577493,""featureOptions"":2,""ct"":0,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|49239926|PAYLOAD_51956462_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_51956462_1","CX_c060906944284bb0b0796a59f3cba1f7","FX:1318CAEE","FV_49239926_0","49239926","2","0","3","4","","2024-06-25T00:35:15","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","a807b466ee0d6c025d9c21b094d568ec777c520cfb23754430f20f562f578800","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:1318CAEE"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_49239926_0"",""featureId"":49239926,""featureOptions"":2,""ct"":3,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|49615603|PAYLOAD_51956463_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_51956463_1","CX_f59cde2faf3143a8a26d3af231244d92","FX:1318CAEF","FV_49615603_0","49615603","2","0","3","4","","2024-06-25T00:35:28","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","5b601d003c400090d1d1c493b480040bb421740f1630c70b412102358b80742a","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:1318CAEF"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_49615603_0"",""featureId"":49615603,""featureOptions"":2,""ct"":3,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|49204591|PAYLOAD_51956717_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_51956717_1","CX_f8e760aaa11a4f149f4016fdeab30417","FX:1318CBED","FV_49204591_0","49204591","2","0","3","4","","2024-06-25T00:35:25","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","5aec6460fa44d7bfa1ef1ae2f80aef4010f2edc7afcb95bb2ee59e6957b5fec0","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:1318CBED"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_49204591_0"",""featureId"":49204591,""featureOptions"":2,""ct"":3,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|50762615|PAYLOAD_51956721_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_51956721_1","CX_c3079c2da7e047cebeed88abc9193b71","FX:1318CBF1","FV_50762615_0","50762615","2","0","3","4","","2024-06-25T00:35:31","9999-12-31T23:59:59","0","3600","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","2c020eb84992f2a105c29a38b41a393fee375791106d686cb5e2402eb1b79a03","{""f"":""raf"",""v"":""1.0"",""rdr"":[{""c"":""CDM"",""u"":""FeatureConfiguration""}],""ad"":{""class"":""content"",""collections"":[],""entityId"":""FX:1318CBF1"",""itemPropertyManifest"":{},""items"":[{""entityId"":""FV_50762615_0"",""featureId"":50762615,""featureOptions"":2,""ct"":3,""priority"":4,""properties"":{},""tracking"":{""events"":[{""id"":""impression""},{""id"":""conversion""},{""id"":""opportunity""}],""parameterized"":[]},""triggers"":[],""variant"":0,""metadata"":{},""ctOverride"":null}],""properties"":{},""propertyManifest"":{},""tracking"":{""events"":[{""i..."
"FeatureConfig.bak.json|19194309|PAYLOAD_53392223_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_53392223_1","3","FX:132EB35F","","19194309","4","0","1","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","52ef9969eb054d2e5be4e4144b3f33dca963eeae763f03c7084754287708442e","{""ad"":{""entityId"":""FX:132EB35F"",""items"":[{""featureId"":19194309,""featureOptions"":4,""ct"":1,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""3""}}"
"FeatureConfig.bak.json|48780814|PAYLOAD_53661598_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_53661598_1","0","FX:1332CF9E","","48780814","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","e0082797e43b7189d4cf7af77ecd92dd191af0653258be023d4875d486fe95f1","{""ad"":{""entityId"":""FX:1332CF9E"",""items"":[{""featureId"":48780814,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|51850502|PAYLOAD_54345913_2","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_54345913_2","0","FX:233D40B9","","51850502","4","2","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","6148870f34189445d781dc3cab64f43436396990fee7d6aff8996cab4700f41a","{""ad"":{""entityId"":""FX:233D40B9"",""items"":[{""featureId"":51850502,""featureOptions"":4,""ct"":0,""variant"":2,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|52800232|PAYLOAD_54725421_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_54725421_1","0","FX:13430B2D","","52800232","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","7a23fe5b5e3e028510fc25211e32d1038b73ab96b40096dd718745b4812c1f98","{""ad"":{""entityId"":""FX:13430B2D"",""items"":[{""featureId"":52800232,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|53536518|PAYLOAD_54756951_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_54756951_1","0","FX:13438657","","53536518","2","0","1","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","3bb3bfc4396a6335380e0b83c1aac0b33b7d3386d621465c91f8bdcca0188939","{""ad"":{""entityId"":""FX:13438657"",""items"":[{""featureId"":53536518,""featureOptions"":2,""ct"":1,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|44030954|PAYLOAD_54960574_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_54960574_1","0","FX:1346A1BE","","44030954","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","33c6c490ee63839c09e0c08bac2fc6701366d619bc6963c2a2b6b0104c460302","{""ad"":{""entityId"":""FX:1346A1BE"",""items"":[{""featureId"":44030954,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|54642374|PAYLOAD_55343483_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55343483_1","0","FX:134C797B","","54642374","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","e5402a008210ebdbb551c358dd4c3f6334c8e83650e3c937b07704b4030564ac","{""ad"":{""entityId"":""FX:134C797B"",""items"":[{""featureId"":54642374,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|48525682|PAYLOAD_55387125_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55387125_1","0","FX:134D23F5","","48525682","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","84ebd4d57c8f0bc142c8797032601fd647b7fea025b2fad5b5689f164c77675e","{""ad"":{""entityId"":""FX:134D23F5"",""items"":[{""featureId"":48525682,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|49527529|PAYLOAD_55392586_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55392586_1","0","FX:134D394A","","49527529","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","d98e5b5a50c474e79d317d75d0fe0eac646f848801ca54bf427d46b078e4abba","{""ad"":{""entityId"":""FX:134D394A"",""items"":[{""featureId"":49527529,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|50879031|PAYLOAD_55482592_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55482592_1","0","FX:134E98E0","","50879031","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","35457603dbb9dc553e446415c8b0aea4f280a1145c8d1a2b2c997b5db386a6c7","{""ad"":{""entityId"":""FX:134E98E0"",""items"":[{""featureId"":50879031,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|47268464|PAYLOAD_55551771_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55551771_1","0","FX:134FA71B","","47268464","8","1","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","423b00f57f6a0bde041e3557ae7e0494d7cb52623ab5011baa90ef2149dc0ef4","{""ad"":{""entityId"":""FX:134FA71B"",""items"":[{""featureId"":47268464,""featureOptions"":8,""ct"":0,""variant"":1,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|55257892|PAYLOAD_55552204_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55552204_1","0","FX:134FA8CC","","55257892","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","1cc7182d4cce19fcfd015348d77e54c94fa3f5df07d4dd8856b741138f470aed","{""ad"":{""entityId"":""FX:134FA8CC"",""items"":[{""featureId"":55257892,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|54157537|PAYLOAD_55565306_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55565306_1","0","FX:134FDBFA","","54157537","2","0","1","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","11efad41b598fba37d945496a6067ff3c3e087635a6372c82b58335e8a3e8056","{""ad"":{""entityId"":""FX:134FDBFA"",""items"":[{""featureId"":54157537,""featureOptions"":2,""ct"":1,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|55258236|PAYLOAD_55718832_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55718832_1","0","FX:135233B0","","55258236","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","2f2344f5d5d1897218be380ba830eb88cd0b6e10bb8e6b9b9f2da6fdf15e8118","{""ad"":{""entityId"":""FX:135233B0"",""items"":[{""featureId"":55258236,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|55733275|PAYLOAD_55847336_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55847336_1","0","FX:135429A8","","55733275","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","831362467782b9052a68eae077873b7c5077b7d18c8a78b19b34e22db6d9b9b6","{""ad"":{""entityId"":""FX:135429A8"",""items"":[{""featureId"":55733275,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|53421989|PAYLOAD_55949857_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_55949857_1","0","FX:1355BA21","","53421989","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","a57ef1137607c94382df4b7dcae71707bb632056e11519b88e10837b39b5b1c1","{""ad"":{""entityId"":""FX:1355BA21"",""items"":[{""featureId"":53421989,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|48822452|PAYLOAD_56013155_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56013155_1","0","FX:1356B163","","48822452","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","dec3e9d587f5b9cacc7825d15f4487c60925cfb0e464d53ca4747efbc6d87177","{""ad"":{""entityId"":""FX:1356B163"",""items"":[{""featureId"":48822452,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|54627442|PAYLOAD_56036143_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56036143_1","0","FX:13570B2F","","54627442","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","50fbe6c8c58b920eac7e306a69059428cb17c67b84639c0c47ec8a70799906df","{""ad"":{""entityId"":""FX:13570B2F"",""items"":[{""featureId"":54627442,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|43572908|PAYLOAD_56036150_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56036150_1","0","FX:13570B36","","43572908","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","4c2184a8615c29980dd34608645234e25b2afd6b10a9e8dc102744e62242a9a8","{""ad"":{""entityId"":""FX:13570B36"",""items"":[{""featureId"":43572908,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|53308487|PAYLOAD_56036156_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56036156_1","0","FX:13570B3C","","53308487","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","ac8cdf9333c225569a9d02c44063ccca7ea99f506761af0e44f34e12f8fb64b9","{""ad"":{""entityId"":""FX:13570B3C"",""items"":[{""featureId"":53308487,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|51153219|PAYLOAD_56036161_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56036161_1","0","FX:13570B41","","51153219","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","51dd53062a688392e9595ad24c873a1e0778d242172a51f334ced59796929174","{""ad"":{""entityId"":""FX:13570B41"",""items"":[{""featureId"":51153219,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|46852388|PAYLOAD_56140615_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56140615_1","0","FX:1358A347","","46852388","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","cf9d93d68ca55f65dacb9ade2c5d59b3ccd2363753d0cdcba59f5dab14c06336","{""ad"":{""entityId"":""FX:1358A347"",""items"":[{""featureId"":46852388,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|50783360|PAYLOAD_56191312_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56191312_1","0","FX:13596950","","50783360","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","533deb37bd45072e8a70433744b157d4a8d9b7aca55af8e33af386cd86decb6e","{""ad"":{""entityId"":""FX:13596950"",""items"":[{""featureId"":50783360,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|53814925|PAYLOAD_56205514_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56205514_1","0","FX:1359A0CA","","53814925","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","b233be3ce404d4a59bca113ca8514ab33924f16222b99e1411b51aff3b290145","{""ad"":{""entityId"":""FX:1359A0CA"",""items"":[{""featureId"":53814925,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|51566757|PAYLOAD_56228665_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56228665_1","0","FX:1359FB39","","51566757","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","3ecffab725b1e333eec59d65ef825a9ee95de374294be970592aa5452dbe7b94","{""ad"":{""entityId"":""FX:1359FB39"",""items"":[{""featureId"":51566757,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|47961746|PAYLOAD_56239972_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56239972_1","0","FX:135A2764","","47961746","4","0","0","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","95e56590f18abdca30c69d70b73a879b044c0d8a536f5254d006fc72a2cf6fda","{""ad"":{""entityId"":""FX:135A2764"",""items"":[{""featureId"":47961746,""featureOptions"":4,""ct"":0,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
"FeatureConfig.bak.json|54881606|PAYLOAD_56259853_1","FeatureConfig.bak.json","/settings/v3.0/WaaS/FeatureManagement","PAYLOAD_56259853_1","0","FX:135A750D","","54881606","2","0","3","","","","","","","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","8e36182cf055c92ac88a0de20d317edea29ba6e4291cc4cabb2df86a4d79fe42","{""ad"":{""entityId"":""FX:135A750D"",""items"":[{""featureId"":54881606,""featureOptions"":2,""ct"":3,""variant"":0,""metadata"":{},""ctOverride"":null}]},""prm"":{""_id"":""0""}}"
